0,1,2,3,4,5,6
0.66845405,0.091171995,1.1804973,6.7008476,5.7507324,58.44428,-0.009175852
1.4656699,-0.8501649,5.857434,16.878109,5.4372454,12.800036,0.10210281
1.3183873,0.2491056,1.4561623,12.357777,15.339105,192.95763,-0.0569909
1.2186145,0.64109623,5.378023,19.539867,7.682173,46.269882,0.07438411
0.90670156,0.3508997,2.6068168,11.971284,4.2415276,17.30956,0.105951406
0.19066307,0.5180586,2.5286222,12.156901,7.622229,74.59729,-0.008697063
3.0861068,-0.76629555,14.909748,42.079334,8.728889,17.339846,0.1846552
0.45222893,0.24887376,2.4841814,13.617882,7.644868,79.29266,-0.033651978
0.21319589,0.55302566,2.2776523,11.692816,6.461356,58.786594,0.004472403
0.072651416,2.4964397,7.1165648,25.672583,13.036418,104.50444,-0.046827383
0.37313133,0.18870321,1.7757101,7.154831,5.1585236,48.261295,-0.016730314
1.2094984,0.26487115,0.66405416,8.890206,13.243434,170.8132,-0.06358785
0.058275014,1.577248,4.96367,18.916098,10.956561,99.1165,-0.0952817
1.6078677,0.6741078,0.9394895,11.639309,17.770191,224.8586,-0.08610372
0.5960673,-0.1148991,2.7210128,9.020926,3.888887,22.373837,0.023884255
1.2651535,0.49936748,3.588149,15.5043955,5.4853554,29.564651,0.07378485
0.8892125,0.5349498,2.205251,15.266279,17.026653,201.3602,-0.05824621
0.5060576,0.2716614,2.5547526,10.587586,4.7129583,36.126305,0.032468237
1.501683,2.3563762,6.7622213,32.80131,14.21539,112.06392,-0.046741948
2.0232742,-0.6861278,5.4369926,20.405815,13.2639675,128.07724,0.16870919
0.8565376,-0.26681587,3.0165336,9.344691,3.9713507,16.745962,0.054462545
1.3549235,0.6122793,1.514113,13.637235,17.45137,210.09079,-0.026664184
1.2041316,0.23714769,4.6300807,16.42837,7.137066,56.994793,0.030152824
0.43375528,0.6568229,2.975813,14.316586,7.821899,71.14798,0.100726224
1.5881737,-0.5795351,5.6094403,16.702717,5.2912955,17.886728,0.0738089
1.5273814,0.7894554,4.171598,21.4189,7.4410086,34.976856,0.14604203
3.6054647,-2.8644261,18.62469,48.919216,9.440869,2.7517056,0.30209553
2.889362,0.50432944,19.28573,56.16049,14.204669,71.79108,0.15335594
0.72610533,0.8297994,2.4521735,17.058233,9.002616,84.34015,-0.0074498486
3.271856,-2.470414,23.040138,61.505104,11.165015,21.996305,0.35390306
1.9925611,0.47356257,0.9076371,10.16167,18.688091,234.13394,-0.06455603
-0.64307237,1.3611586,4.651992,20.096714,12.963073,126.132355,0.005947737
0.6205759,1.013876,3.8389597,24.735077,24.24413,275.3503,-0.017762186
0.7417774,0.5344435,2.6910067,16.64383,10.454933,104.76042,-0.017231142
0.08548793,1.4032894,4.300134,20.038033,11.137277,98.10242,-0.01460241
3.2145524,-1.8614571,16.642542,46.23949,8.7268505,6.044225,0.2899659
0.940526,0.29959002,1.1653678,9.390607,10.707765,125.25484,-0.06371181
0.5116434,0.59520465,1.2039628,8.673168,7.774686,81.336914,-0.02683649
2.736195,-1.275026,7.972916,27.081585,10.035147,62.46159,0.17764087
2.135673,-1.023479,8.508129,24.332842,5.935485,8.4452505,0.15295717
0.7069669,0.60879445,3.685842,22.552174,20.443005,234.30173,-0.07261964
0.37653235,2.4555504,6.6169524,28.392666,13.950131,115.21265,0.015397409
0.7729871,-0.42852864,4.394056,17.07628,6.647739,49.39123,0.07441643
1.0835555,0.6761688,2.5732992,15.434421,5.721867,42.376156,0.04827393
1.6403217,-0.63792765,7.049178,20.592754,5.625284,9.380812,0.14919783
0.9055065,0.5486096,1.7794545,12.795889,16.498238,202.61676,-0.003207488
0.84753275,1.3619105,5.0987377,21.43742,9.940674,78.80827,-0.02477684
0.42540467,0.12291303,1.7470272,8.227033,4.344137,41.040405,-0.026980894
0.48886865,0.3354442,2.1336555,10.37536,7.6492653,79.513,0.0037743216
-0.012575924,0.61248744,3.7840362,19.352413,15.283557,162.39883,-0.022909144
2.3784058,-0.10809651,10.518545,30.409513,7.8701906,35.0572,0.088589944
2.1891086,0.29520628,7.032874,26.091702,8.45625,40.44293,0.12363709
4.702605,0.33057514,27.02644,80.562065,16.608612,68.22107,0.2094723
1.3017592,0.78068924,2.1709287,19.496307,27.73914,347.4132,-0.054658167
1.9465631,-0.9556773,5.0104465,14.623141,8.7382965,63.732746,0.07212356
0.81281817,0.3559125,2.628458,10.911283,4.2740793,33.84412,-0.0025906041
1.7104478,-0.51985,3.7549994,12.014694,9.590306,83.98218,0.025793297
2.727947,-0.90278935,11.753526,34.17575,11.453237,58.64419,0.17241804
0.18252096,0.44022495,2.6442864,13.460853,11.216765,118.676926,-0.028061578
1.632869,1.2196646,7.6713524,30.13928,10.21428,65.95911,0.013602704
6.275709,-4.198128,40.58859,111.48579,15.064769,0.8108816,0.62609917
0.74083674,1.784739,5.242908,24.744781,12.495179,106.42926,-0.04856541
1.3928072,0.10124633,1.7594925,9.674083,12.869105,157.0214,-0.0074054915
2.9803236,-2.0253382,10.820455,30.329063,8.374969,23.72594,0.19480234
1.7869978,1.531477,6.090885,29.42619,9.94509,59.105267,0.07736181
0.65869105,0.53548115,2.7534437,15.949351,8.104084,75.07709,-0.021466589
2.8155632,-1.2850306,8.769302,26.123913,13.525756,109.60452,0.093475126
1.4077878,0.57443964,7.9100914,25.043783,10.662656,71.84297,0.056512132
1.3145415,-0.76282907,5.265086,15.080961,5.0122623,10.42852,0.10813096
-0.07610199,0.6580628,3.5524273,18.121384,10.963876,105.359085,0.011804467
1.6505119,0.956419,1.2313367,14.832014,23.06181,284.23257,-0.012531633
1.4131894,-0.3886542,3.1227334,10.795937,8.557143,75.62056,0.000936158
0.32419148,1.1122313,5.630303,20.778582,8.503849,61.983505,0.019737912
2.1200535,0.72948754,8.017996,30.903591,8.768777,42.26012,0.12740621
0.25809607,1.3936719,5.278511,27.886051,14.931189,124.966736,0.11475218
-0.43954518,1.9562454,6.2507286,21.895142,13.593858,121.27208,-0.06911143
4.3014154,-1.773509,23.642813,67.10435,11.507183,11.625319,0.37346303
2.531297,-0.70930624,5.1346884,18.323523,15.642585,151.045,0.07897726
0.5640117,0.60902524,0.9605174,7.5002346,8.568857,89.59189,-0.0031265114
0.57315755,0.7594589,2.9709375,17.635466,9.124994,80.01091,0.0056787506
1.3906577,0.2381576,0.6979875,8.19018,13.263488,166.6949,-0.083548374
1.5679157,0.9588107,4.521223,21.727135,7.2420764,36.049892,0.07904263
0.3809711,0.6112968,2.3118696,11.823879,6.9838486,66.54109,0.018726608
1.3403914,0.7322218,6.1380854,24.830753,7.911013,42.94466,0.12263729
1.1213881,0.75999117,3.7939668,17.138859,6.814797,54.470516,-0.027885417
1.0651995,0.57466537,0.9617449,9.870627,12.827233,154.82335,-0.03655429
0.84074414,0.45138675,2.0293114,12.105151,5.2354875,44.503452,0.011731678
0.26920888,0.50360173,2.5874577,14.797598,11.990256,128.12845,-0.021796757
1.4807208,0.57624185,0.86264825,10.237314,16.282007,201.59186,-0.07805548
2.5362718,-1.3926564,10.794939,29.852846,6.733878,7.9582357,0.1629376
1.5139802,-0.9992846,5.609385,15.797089,6.330536,23.480522,0.084274516
0.026264936,1.0382122,3.1864233,19.634373,18.617271,211.20477,0.03005269
0.6317098,0.46232617,2.8906791,15.197785,14.304314,164.00665,-0.030733539
0.1257589,0.7184783,1.90929,11.325447,6.9188814,61.840187,0.05371581
-0.05171089,0.4227394,1.9793669,10.326536,6.996381,68.354004,0.022933627
0.8572047,0.22322,1.0574788,8.248411,7.6391363,85.31416,-0.077670015
2.9784997,-1.9261241,12.201054,33.78614,8.490626,13.580823,0.2309643
2.3579404,-1.5003437,13.256518,37.160816,7.3432827,9.720154,0.275285
1.5041459,-0.42140505,3.5847254,11.879445,8.407341,67.96588,0.030086614
1.0247418,0.512221,2.1838336,15.308025,15.610675,185.49503,-0.042981915
1.1395488,0.055178076,3.4924982,14.3544235,4.9979253,23.216524,0.08793978
3.2575247,-1.2650853,12.794376,36.92236,9.231894,25.713303,0.22397278
0.898769,0.520058,3.8695579,15.897228,6.4260044,42.187996,0.087803036
0.9542376,-0.35690525,3.2958753,10.00726,3.6903806,10.816326,0.07083732
0.64676917,2.1972303,7.614496,32.11473,13.31928,92.52904,0.06328724
0.13497224,1.0119561,3.8006728,19.123266,12.283584,119.70874,0.0041908287
1.200843,1.102835,2.9247,19.974348,8.579256,68.17763,0.021075303
1.1694564,1.180443,4.705006,20.298725,7.8765836,53.60551,0.014125714
1.7666183,-0.468299,8.059337,25.207829,6.5300417,20.451336,0.16715346
1.9301207,1.0993656,0.63854486,12.876375,24.126942,307.41293,-0.038802676
3.469144,-2.1555138,20.16455,54.508537,10.8363495,32.127895,0.19740565
-0.39391437,1.3711545,5.8662705,20.208744,12.893018,116.477356,-0.13568698
0.9389905,0.5654453,1.3428814,10.264307,12.034713,133.56145,-0.0598147
0.94659996,0.63841414,1.3577313,12.045647,15.268611,189.80316,-0.042319775
0.68042445,-0.003354013,2.166247,9.736231,5.302932,48.373245,0.019756582
0.83380365,0.078180686,1.2039956,6.9069853,7.799553,86.77568,-0.06286991
0.815843,0.6746998,2.115751,14.963395,16.594326,195.762,-0.0059625152
1.1189525,-0.12602621,3.342882,12.454039,4.7472677,20.928734,0.05060497
0.63536024,0.49418235,1.5957243,11.342136,11.878018,144.88264,-0.021700585
1.2611907,0.58292437,1.5937903,13.318264,16.048168,193.87189,-0.045495436
0.44636062,0.6477519,2.2557616,13.341026,7.4771204,65.26773,0.032825075
2.0767908,0.4929913,0.4612454,10.501324,20.547016,270.07523,-0.09930332
1.304492,-0.48997626,3.870711,12.883503,4.068999,10.950085,0.101888984
2.6512468,-1.1642864,10.977606,33.08267,7.5910935,9.675179,0.21512985
0.3142794,1.1727344,4.3612633,22.21913,12.185056,110.869,-0.027549187
0.90508723,0.13600324,1.3904743,7.8050404,9.322516,105.39546,-0.04649523
2.196108,0.5801424,1.4856813,16.591694,24.808392,312.76053,-0.121107794
0.64510226,1.8226745,5.0653605,23.977913,11.428563,98.75687,-0.050733432
1.1381046,0.09367603,2.2135534,14.87748,11.181932,125.86127,-0.10887712
0.3869718,0.27335778,2.3099277,11.240162,5.9311194,54.47182,0.024231052
0.4678285,0.52447057,1.8144473,10.526592,8.143457,82.40469,0.009989774
0.93035567,0.42982498,1.8804668,13.512094,15.062574,182.46802,-0.047951736
-0.44113418,1.6400666,5.5439,25.055267,18.108753,181.42357,-0.029022062
-0.1989893,1.4283491,4.6150484,22.80199,19.278969,205.41911,-0.03412623
1.9330217,0.93525684,6.0540533,23.653284,7.7879076,39.212616,0.056101732
0.16638449,1.3664804,5.3064127,29.88023,18.697418,177.24722,0.022801315
1.4887148,1.0421106,3.6001627,21.107483,7.3559175,41.858875,0.08514131
1.4850477,0.42451122,2.255234,17.07161,18.759548,229.66446,-0.119796686
-0.029429883,1.1784189,3.9826264,19.052502,13.882422,140.56335,-0.010101104
0.9910456,0.3314199,3.3691645,13.546423,5.323169,40.569157,0.02471605
1.1898397,0.69789636,0.66612947,7.964267,13.652738,161.29543,-0.0018670987
0.35572332,0.42915976,1.4057616,8.228169,6.345583,61.041294,-0.0015910659
-0.32434696,1.4502898,3.7690516,15.651178,10.290343,95.46927,-0.024648482
0.03749922,0.9714128,3.2703433,13.635563,9.338958,92.21791,-0.03244081
1.9937646,0.36678204,1.2677026,14.429235,19.962402,258.51718,-0.14048305
0.67846763,0.44670486,2.287277,14.4787655,12.661535,138.5513,-0.050934546
0.88952804,0.2552169,2.0178156,13.261509,7.9045525,78.28229,-0.049462065
4.766839,-0.7692337,21.45587,63.223717,14.390773,55.30814,0.28111365
4.2504573,-1.9400942,19.802402,54.84677,10.545522,15.3275585,0.28696954
-0.3143095,1.4433882,4.3877716,18.01192,12.367368,119.57619,-0.054065563
1.7086897,1.0954951,0.8145169,12.421205,21.802418,272.36227,-0.043923534
2.2345588,-0.39711925,9.116467,27.19257,6.055828,13.502002,0.14676358
0.084988266,2.1776102,6.866846,25.083593,14.52746,129.83588,-0.13922921
-0.5961273,2.0623896,6.495002,26.817343,15.950681,145.92209,-0.012031207
0.45508766,0.64962494,2.8519068,16.08633,8.161482,72.88403,0.0049235355
0.54406893,1.506818,4.3375163,20.85767,10.250915,85.24895,-0.0015640054
1.1840919,-0.10807189,1.6907047,7.380705,7.0073695,68.162994,-0.0071331672
2.6156878,-1.1837204,5.834084,20.054409,11.79612,102.25664,0.08150704
0.9451177,0.16713013,5.6400366,18.719486,7.9602847,53.42123,0.075833224
1.9383882,0.33225748,0.61805105,11.120584,19.539543,260.5951,-0.097465
2.233405,0.8116833,2.337404,21.251326,27.318047,340.45944,-0.12635185
2.5041084,1.3641417,1.927862,23.648052,37.038383,473.18533,-0.08342777
0.75921607,0.51205313,2.979951,18.274193,14.009191,149.18684,-0.05057296
1.6509709,-0.472003,3.103941,9.892802,9.145463,83.11487,-0.015794734
0.7996061,0.0714716,1.8716831,11.4956255,9.318626,105.045105,-0.0699111
1.7294533,0.64251065,0.8168391,11.652021,18.764748,241.3083,-0.10731318
0.9446726,0.062342137,2.7489853,11.219594,4.2145276,18.551178,0.0599726
0.34680945,0.84272313,3.1682634,19.480635,18.504292,210.20609,-0.021637278
0.7754891,0.63207924,2.8752918,17.91417,9.077474,81.115234,-0.021637784
4.1549764,-3.4641297,23.99405,62.954987,10.721556,1.8489652,0.37048176
0.8211415,0.44500434,1.862468,12.888485,11.111225,128.35901,-0.041304447
0.6589943,0.32324475,2.4241714,10.83649,4.627574,33.461853,0.010079086
0.5808443,0.46783134,2.2680476,10.386542,5.5081034,32.666344,0.08335561
0.60952234,0.32682666,2.032901,10.661797,4.8284774,41.447227,-0.0046126116
2.038782,-0.8585187,7.192463,21.70643,6.753163,17.858772,0.15926333
1.2260536,0.26422927,0.5686394,6.9465714,11.340104,145.43169,-0.04041682
0.40679634,0.21111132,1.2729023,5.6536045,4.1424637,36.496017,-0.02415329
0.8229493,0.18392871,0.89871407,6.37379,7.305106,80.788025,-0.056961857
1.0039951,1.0670846,2.9368446,20.419119,9.4770975,78.52963,0.007977253
0.5434489,0.5763258,3.1679454,19.822329,18.29398,213.14778,-0.040918678
1.1594334,0.33561864,3.933814,14.848259,5.5232573,38.29585,0.033608112
-0.12801036,1.5843604,4.47865,18.66236,10.80683,100.12767,-0.03924498
0.44613025,0.8291987,3.3085237,20.108608,14.589046,147.5389,0.02509257
1.6355712,0.81349397,1.8269657,17.334347,24.422554,309.0472,-0.04722622
0.5518894,0.26620626,1.5009547,9.281792,7.076425,77.110306,-0.039861225
1.2364092,1.8885784,5.2848234,27.255367,11.194354,81.285995,0.059015833
0.89787936,0.1261586,2.2219667,11.034312,4.5304613,30.657305,0.04090061
1.1857688,0.18831864,0.6830486,7.8168325,11.3739805,143.89557,-0.05871003
0.52033967,0.39305618,2.5545304,16.243876,16.345407,190.31143,-0.034126773
1.5022042,0.12390657,4.406317,15.437589,5.155019,22.06688,0.075561605
0.9217956,0.21421015,1.8713531,9.301786,8.463954,93.74182,-0.008028723
1.3263252,0.34310827,1.5503452,9.666019,12.833739,144.30264,-0.0035990532
4.908325,-1.5811502,24.737528,68.68339,12.674517,24.053629,0.32782406
0.24433121,1.4017822,4.205017,16.173115,7.927697,67.162796,-0.026751066
0.85787666,-0.18613127,3.076872,10.320846,4.6891713,25.495975,0.021513047
1.2165952,1.3266504,6.01332,25.790224,10.699756,76.323395,0.004210554
2.048651,1.4585559,5.434817,28.95369,9.6705265,55.531555,0.08265154
1.2549672,0.07713631,4.6375656,17.209509,6.5567155,29.714787,0.20038213
0.85422707,0.0018105507,2.3038871,9.798052,5.269446,36.211296,0.08253192
0.9094697,0.594945,3.3402188,13.492868,4.8637877,28.408459,0.038865857
0.5949831,1.8283114,4.829443,21.9691,11.0269575,94.94615,-0.062391922
0.37311986,0.32067284,2.757312,15.789276,15.086625,166.3761,-0.009655291
1.367276,0.7865906,1.4138469,14.488119,19.345585,236.56462,-0.04737865
0.9000288,-0.21874759,2.9058173,10.31967,5.562975,40.134922,0.026217049
1.047218,0.032872587,1.5647606,8.737223,8.789323,95.85811,-0.009879835
0.70903087,1.0782998,4.26461,21.756344,10.936156,104.75377,-0.05384063
2.2686017,-1.4446781,8.734907,24.511911,6.3292203,9.491632,0.16019656
0.8209957,0.22980854,3.117782,13.579862,4.8614283,24.339018,0.048624076
1.2326019,0.56362355,1.1824795,11.616811,15.24676,187.59174,-0.06447165
1.1427721,1.5975637,8.806522,31.600227,10.753064,66.881546,0.06146062
0.25235048,2.0309327,6.224634,23.054876,11.737754,97.31796,-0.06418034
1.5103147,0.3917288,1.0840123,7.7009535,14.326482,172.16016,-0.097248025
3.2310374,-1.6895323,15.656431,41.19448,8.614851,16.353842,0.20186244
0.3022284,0.531484,2.5456822,11.534292,7.726542,76.630646,0.00016283989
0.88976526,0.98611903,4.5822196,27.238708,14.376362,128.92432,-0.00047531817
0.5923996,0.51490337,4.4725494,22.596668,11.525117,110.172745,0.06808051
0.5653852,0.39016712,2.6137455,12.132931,6.2029204,54.16489,0.01368097
0.5532867,0.067649275,2.505233,11.935907,6.254612,54.622944,0.046395935
-0.01415512,2.403006,6.1280437,27.502455,14.728438,123.56912,0.008865656
0.29431286,0.62042344,3.2180586,18.105238,11.219991,113.62637,-0.0019206088
0.3618378,0.63108325,3.3219385,15.931202,10.73869,108.42377,-0.040090643
-0.047139436,1.7498862,4.762899,20.321617,11.222491,99.15074,-0.0237939
0.48050383,0.57286656,2.3772392,14.516504,11.521304,122.681915,0.054658838
1.9548846,-1.1404551,8.310102,23.08152,6.7434177,12.704182,0.1467678
1.084935,0.041056395,1.4286977,11.193508,12.947589,160.48972,-0.043961734
0.5309338,0.7658837,3.5113103,15.693468,8.523456,78.591354,-0.043765128
0.9193094,0.09955165,4.3530073,13.569734,5.128688,29.01034,0.013928153
2.4243777,-0.028033286,11.896686,37.3483,9.012499,36.429016,0.12990546
0.721773,0.27468342,2.6620338,15.959464,11.48001,123.62181,-0.03963983
2.9408252,-1.5194985,10.73103,31.504007,8.512522,33.32126,0.19262107
1.7860729,0.8185191,9.250516,34.979767,9.981583,59.709267,0.1121862
0.3012586,2.0421503,3.9925678,27.543331,12.727191,95.54469,0.19912528
0.7950567,0.17684507,3.183287,11.079866,4.382945,30.35152,0.00467294
0.9704293,0.027624995,1.3743948,9.699531,9.5932865,112.005844,-0.07102634
0.16368464,1.242364,3.7481365,16.46099,8.960072,79.23897,-0.029545376
0.4735138,0.88988507,4.28165,15.956487,6.792124,48.142345,0.0070245173
1.9982338,0.47716329,1.883987,17.494888,22.285213,275.63632,-0.13107699
1.3700974,0.38250932,2.424034,17.50666,13.334653,146.74829,-0.07317071
0.9822997,-0.018897861,1.8348609,8.6984215,6.1178417,54.82428,0.03052897
0.37441546,0.805243,3.6237626,12.546902,5.5990257,44.480934,-0.04182083
2.3901522,-1.3490567,9.008047,28.788586,8.796669,41.81873,0.21062012
0.77295065,0.14780153,1.5732776,9.614212,5.761086,60.083317,-0.002449004
